@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {highlights,background}

@DATA
0.213628,0.051023,3.232237,0.294053,0.209824,2.054895,0.003509,0.380587,-21.978310,-0.943216,-1.611928,-0.227283,0.047456,-0.077622,-0.183148,-0.139650,0.067062,0.145329,-0.049785,-0.034922,-0.105354,0.010048,0.006699,0.007001,0.008802,0.004492,0.006211,0.008581,0.006907,0.007909,0.010137,0.010029,0.009054,0.007462,0.021304,0.009307,0.059250,0.017241,0.011731,0.162852,0.001370,0.048848,0.422225,0.401111,0.299399,0.259251,0.188402,0.189296,0.173618,0.222936,0.189664,0.211012,0.229103,0.231077,0.169570,0.007620,0.005693,0.006906,0.010162,0.004767,0.005345,0.009349,0.006130,0.006079,0.007217,0.007185,0.007187,0.003434,background
0.199326,0.054008,3.248781,0.280772,0.211231,2.013420,0.003837,0.361004,-21.658092,-0.488054,-1.621859,-0.455300,0.023251,-0.158720,-0.168143,-0.234381,-0.012720,0.149102,0.007080,-0.033483,-0.065145,0.008163,0.005813,0.005840,0.007672,0.006568,0.009335,0.010681,0.008686,0.013171,0.010882,0.009787,0.009802,0.007879,0.028950,0.014163,0.037300,0.021576,0.012829,0.205545,0.001527,0.058036,0.475779,0.460296,0.435634,0.315082,0.236670,0.183047,0.220767,0.243315,0.262097,0.224235,0.238867,0.215687,0.171933,0.006903,0.003366,0.004960,0.007114,0.006933,0.009916,0.011654,0.011824,0.009120,0.005965,0.007683,0.006441,0.004266,background
0.163725,0.024957,3.160533,0.268855,0.236825,1.413052,0.006688,0.308420,-23.290745,1.471504,0.442960,0.094319,-0.055693,0.258531,0.033178,0.132118,0.019460,0.016970,0.056920,0.064396,0.155142,0.011973,0.007757,0.028750,0.007674,0.020996,0.026041,0.041143,0.003216,0.009076,0.012354,0.022916,0.006341,0.021423,0.077601,0.014154,0.145548,0.070277,0.033068,0.519921,0.003090,0.179118,0.990844,0.480693,0.587302,0.348589,0.454626,0.348415,0.338900,0.226456,0.208546,0.240420,0.212818,0.211813,0.206938,0.010516,0.010450,0.024846,0.009391,0.020714,0.029357,0.033342,0.004238,0.014715,0.014643,0.020268,0.012809,0.009180,background
0.160507,0.037635,3.119267,0.267175,0.243441,1.265052,0.007620,0.291296,-22.965692,1.769059,0.045958,0.139284,0.061786,0.218837,0.093406,0.010517,0.099446,0.103274,0.095212,0.116213,0.045501,0.012680,0.006233,0.027403,0.008834,0.016736,0.012086,0.033490,0.004015,0.019104,0.020108,0.029731,0.004805,0.020414,0.083423,0.025699,0.188608,0.085068,0.042088,0.570059,0.003417,0.220522,1.243278,0.542894,0.566736,0.389866,0.569900,0.360122,0.258968,0.226577,0.222125,0.189637,0.190327,0.216204,0.204044,0.014901,0.009709,0.020065,0.012807,0.017022,0.016702,0.023560,0.007041,0.028537,0.016489,0.028448,0.004982,0.008939,background
0.142988,0.031524,3.125167,0.254997,0.244943,1.215956,0.007220,0.249946,-23.125878,1.770103,-0.042455,0.120267,-0.042552,0.209293,0.212170,0.167755,0.070735,0.078308,0.024316,0.078445,0.045150,0.014081,0.009656,0.040412,0.010601,0.019435,0.009736,0.036374,0.002316,0.011650,0.015443,0.032719,0.005836,0.021640,0.066063,0.022883,0.146098,0.067585,0.033507,0.496001,0.003747,0.175639,1.221490,0.405276,0.517884,0.360278,0.451239,0.260029,0.263850,0.249426,0.208600,0.253152,0.208959,0.205960,0.167431,0.012134,0.014972,0.032423,0.011592,0.016930,0.011147,0.024727,0.002085,0.019214,0.013873,0.026751,0.007580,0.007883,background
0.157166,0.017468,3.150849,0.265869,0.245714,1.425036,0.007333,0.297309,-23.987428,1.388122,-0.069705,0.227613,-0.061392,0.227855,0.125001,0.023545,-0.033661,0.002416,0.004487,0.036136,-0.044088,0.018368,0.010473,0.034618,0.014512,0.017800,0.012846,0.033735,0.005595,0.009085,0.010950,0.025069,0.006469,0.022024,0.060822,0.014999,0.193211,0.058071,0.028083,0.500919,0.004432,0.161216,1.193855,0.518972,0.472260,0.374003,0.270203,0.345302,0.270716,0.329992,0.275931,0.260716,0.297259,0.304124,0.246055,0.019526,0.012967,0.030386,0.017944,0.020766,0.015558,0.026939,0.008948,0.012117,0.011038,0.019324,0.011805,0.009429,background
0.180335,0.018693,3.132186,0.273716,0.230287,1.469590,0.007641,0.251066,-26.888386,1.140222,-0.009477,0.070841,0.007779,0.368396,0.125112,0.080357,-0.039535,-0.020663,0.024105,0.075605,-0.127048,0.018154,0.010151,0.029043,0.009865,0.016726,0.011038,0.023951,0.006542,0.010866,0.014599,0.022375,0.003835,0.019535,0.080796,0.018619,0.277352,0.069249,0.020556,0.416897,0.004919,0.087546,4.748139,0.645261,0.524428,0.454170,0.356450,0.382296,0.256075,0.287567,0.262193,0.242783,0.282841,0.217102,0.257990,0.017133,0.010128,0.025525,0.014615,0.023113,0.014705,0.025187,0.006472,0.019461,0.017249,0.021781,0.004482,0.010197,background
0.111041,0.011005,3.038599,0.246478,0.244141,0.847595,0.016928,0.196342,-26.523386,1.695991,0.553503,0.117173,0.097544,0.410719,0.270409,0.144515,-0.105144,0.061995,-0.079783,0.089991,-0.131497,0.010288,0.002563,0.097079,0.011902,0.018992,0.006119,0.062881,0.003837,0.004655,0.016546,0.035699,0.003308,0.042438,0.078216,0.012475,0.232705,0.080319,0.033757,0.649726,0.011363,0.202167,2.006666,0.612445,0.760330,0.680915,0.391179,0.368245,0.232217,0.286130,0.250822,0.262427,0.265846,0.277069,0.289946,0.018332,0.004633,0.098638,0.020955,0.022333,0.010384,0.077417,0.008364,0.008302,0.024363,0.036890,0.005812,0.026529,background
0.108580,0.018933,3.035338,0.240939,0.250718,0.861931,0.011648,0.157059,-25.533565,1.707366,0.164050,0.363246,0.233151,0.271470,0.326774,0.168733,0.046119,0.134748,0.060859,0.148727,-0.009203,0.010852,0.002959,0.095485,0.004766,0.015157,0.008175,0.080413,0.005034,0.004654,0.008093,0.042583,0.002457,0.042754,0.071058,0.017629,0.239533,0.065023,0.031718,0.630709,0.007368,0.171941,1.910825,0.603395,0.554009,0.563075,0.269125,0.341993,0.280944,0.263825,0.286315,0.215013,0.195416,0.244083,0.217259,0.013396,0.003416,0.099121,0.007213,0.016579,0.014990,0.079343,0.009964,0.007030,0.010344,0.037406,0.003478,0.026685,background
0.174367,0.028465,3.124979,0.275612,0.240124,1.527448,0.006561,0.321909,-23.604506,1.346003,0.080752,0.442874,-0.085043,0.108414,0.032529,0.151738,0.126250,0.148246,-0.018851,0.186865,-0.020691,0.014803,0.004977,0.052842,0.006847,0.012629,0.010602,0.053671,0.002050,0.005578,0.010896,0.031584,0.008130,0.026967,0.088095,0.018342,0.194372,0.079960,0.030012,0.582269,0.003516,0.187642,1.276504,0.596524,0.695996,0.393990,0.488539,0.299175,0.327159,0.300871,0.300085,0.222758,0.233063,0.201037,0.205606,0.012495,0.005429,0.043668,0.008041,0.014161,0.017632,0.038146,0.002400,0.007191,0.011554,0.027030,0.010951,0.012811,background
0.191251,0.034390,3.101516,0.291868,0.241592,1.528707,0.008532,0.348826,-23.528314,1.341557,0.434173,0.094928,-0.399631,0.021326,-0.028424,-0.060473,-0.074445,0.081799,-0.229399,0.001216,-0.092175,0.026679,0.005184,0.024320,0.017830,0.018573,0.015383,0.023051,0.002575,0.005695,0.013257,0.024078,0.009658,0.022550,0.097709,0.029454,0.223946,0.074398,0.029633,0.615894,0.004621,0.195044,1.384894,0.578992,0.667857,0.497093,0.417730,0.374542,0.395285,0.335391,0.311618,0.299765,0.282038,0.294291,0.238206,0.025859,0.008749,0.026444,0.029156,0.022615,0.022969,0.024848,0.003436,0.007049,0.016071,0.021480,0.012272,0.011175,background
0.212121,0.021141,3.057628,0.308899,0.246737,1.685375,0.007095,0.399493,-24.069250,1.313339,0.422598,0.088239,-0.388154,0.038358,-0.028531,-0.081469,0.070691,0.136305,-0.171822,0.019633,0.006009,0.016816,0.004402,0.019516,0.009637,0.015256,0.010211,0.030662,0.004881,0.012987,0.015666,0.023561,0.006667,0.018760,0.103207,0.018441,0.248891,0.088325,0.032813,0.638464,0.004159,0.211268,1.529842,0.495632,0.779660,0.441450,0.419590,0.295794,0.396331,0.294538,0.279903,0.279364,0.217112,0.286499,0.251383,0.022988,0.005386,0.021189,0.015356,0.015243,0.016294,0.033260,0.009089,0.015705,0.015920,0.024811,0.008913,0.012033,background
0.133996,0.025785,3.043060,0.230808,0.225997,1.153705,0.014623,0.217161,-25.585680,1.472040,-0.019130,0.353891,-0.158647,-0.051070,0.201605,0.007916,-0.000218,0.174757,-0.035588,0.034701,0.004210,0.013892,0.004015,0.111463,0.008278,0.009741,0.006637,0.036089,0.002627,0.006143,0.012593,0.022610,0.006791,0.040774,0.062262,0.016042,0.223398,0.053784,0.027173,0.546845,0.015120,0.142195,2.307811,0.649394,0.645226,0.464649,0.497321,0.366372,0.329664,0.292771,0.317975,0.249372,0.252834,0.252174,0.200939,0.017026,0.005224,0.046226,0.010964,0.013407,0.008879,0.028960,0.003827,0.007879,0.011894,0.021979,0.009148,0.015360,background
0.087567,0.068673,3.070856,0.217259,0.244695,0.719616,0.005765,0.125088,-22.676486,1.756028,0.216517,0.607384,-0.025106,0.149668,0.394414,0.097504,0.091636,0.224944,0.083719,0.072971,0.063152,0.005250,0.001444,0.185168,0.004861,0.033256,0.002424,0.061434,0.000953,0.002263,0.007298,0.036426,0.002990,0.057436,0.028827,0.020547,0.112909,0.034566,0.016678,0.241815,0.003005,0.083714,0.660548,0.355257,0.253721,0.225349,0.258096,0.201123,0.192427,0.237983,0.189489,0.166266,0.186258,0.151818,0.137651,0.005441,0.002021,0.070050,0.004046,0.023742,0.002884,0.051374,0.000828,0.001868,0.005872,0.032545,0.004128,0.015078,background
0.111017,0.045735,3.080883,0.236092,0.248242,0.833843,0.007314,0.174021,-23.083676,1.904110,0.452084,0.572907,-0.015827,0.188557,0.372159,0.190968,0.047735,0.244217,0.031068,-0.031394,0.049276,0.010781,0.003990,0.114699,0.007297,0.029086,0.003970,0.041883,0.001229,0.003397,0.020206,0.045835,0.003401,0.038738,0.067278,0.018415,0.117138,0.078302,0.032102,0.503014,0.003631,0.186583,0.917630,0.530773,0.413539,0.318558,0.328500,0.268705,0.268685,0.230511,0.232298,0.215778,0.174545,0.150957,0.166796,0.013067,0.006766,0.047006,0.007742,0.021098,0.004126,0.030571,0.001250,0.003225,0.014929,0.028105,0.005464,0.011974,background
0.068708,0.051328,3.090601,0.170007,0.213108,0.557460,0.009902,0.111003,-24.251700,2.366589,0.225408,0.649550,0.084767,0.402564,0.407702,0.286554,0.025889,0.182424,0.093712,0.030244,0.051286,0.005428,0.001202,0.176662,0.005372,0.045177,0.003082,0.053764,0.001396,0.002472,0.007038,0.030701,0.001741,0.055448,0.042114,0.020444,0.105442,0.063773,0.046547,0.405916,0.013055,0.102184,2.136562,0.524060,0.463606,0.301408,0.333512,0.251197,0.314707,0.238157,0.207972,0.210057,0.173057,0.163545,0.141757,0.006967,0.001352,0.082268,0.004997,0.025048,0.003994,0.047093,0.002320,0.003087,0.007019,0.022469,0.002265,0.020234,background
0.139897,0.034744,3.018845,0.245745,0.240041,1.089913,0.008349,0.224872,-23.858478,1.921776,0.223677,0.125835,-0.231638,0.070924,-0.013337,-0.103912,-0.067739,0.043442,-0.135679,-0.024333,-0.062324,0.018643,0.005604,0.042928,0.021083,0.020869,0.012773,0.046621,0.002670,0.007376,0.012135,0.036082,0.007423,0.027477,0.080397,0.030295,0.228787,0.072230,0.029949,0.670541,0.005372,0.179516,1.833803,0.721635,0.564583,0.469663,0.319135,0.264936,0.223559,0.253924,0.188449,0.198629,0.220967,0.166249,0.201608,0.024643,0.008149,0.041780,0.026291,0.019717,0.013927,0.048611,0.003069,0.009103,0.012707,0.030316,0.008334,0.016033,background
0.202458,0.027403,3.113589,0.294710,0.243901,1.763376,0.004692,0.396363,-23.600705,0.929904,-0.092369,-0.066564,-0.081211,0.219084,0.062931,0.052136,-0.024206,0.149671,0.043833,0.013293,0.013590,0.006932,0.004137,0.036860,0.007892,0.009030,0.008037,0.065824,0.006861,0.007050,0.007569,0.025079,0.004910,0.022760,0.054593,0.017650,0.137861,0.043755,0.017343,0.427177,0.001891,0.125024,1.116047,0.518838,0.398407,0.335906,0.266806,0.235232,0.221058,0.229442,0.186382,0.223039,0.207918,0.192932,0.178320,0.005142,0.003640,0.030808,0.008376,0.005560,0.008241,0.043992,0.008180,0.005616,0.005821,0.018768,0.004202,0.011629,background
0.168671,0.030225,3.146983,0.269425,0.245903,1.481612,0.004986,0.300286,-23.199666,1.439399,-0.175490,0.046108,-0.112010,-0.002890,-0.008427,-0.034761,-0.080430,0.099216,0.044740,0.060345,-0.007890,0.010150,0.004216,0.029811,0.009180,0.014988,0.011340,0.056777,0.005674,0.010180,0.015338,0.025167,0.004251,0.021328,0.054187,0.020282,0.135759,0.035954,0.021524,0.410083,0.002168,0.116006,1.015796,0.503887,0.374646,0.362260,0.330313,0.246783,0.243723,0.210783,0.214775,0.169151,0.186894,0.202377,0.176660,0.009463,0.003628,0.026802,0.008178,0.012193,0.009894,0.046863,0.009151,0.010082,0.011819,0.016785,0.004136,0.012207,background
0.111218,0.030638,3.113849,0.221130,0.233470,0.898124,0.007161,0.206645,-23.690667,2.151836,-0.008083,0.337211,0.064608,0.233406,0.231116,0.110242,0.004823,0.046413,0.024756,0.069685,-0.025489,0.013354,0.002723,0.041056,0.011878,0.027169,0.007132,0.095465,0.004700,0.005011,0.014084,0.039600,0.003156,0.033668,0.061196,0.020988,0.115540,0.065322,0.031063,0.469661,0.004106,0.151276,1.175016,0.568581,0.534295,0.280749,0.299403,0.251525,0.234451,0.246495,0.217723,0.184111,0.190781,0.176222,0.175685,0.014080,0.003153,0.027670,0.012067,0.018793,0.007313,0.065333,0.007251,0.005569,0.013394,0.026109,0.003144,0.014697,background
0.108972,0.044754,3.099816,0.210576,0.221051,0.997673,0.007236,0.174924,-22.639154,1.572572,0.081526,0.301227,0.132541,0.261652,-0.019660,0.249839,0.086294,0.103556,0.120127,0.069143,0.066166,0.005689,0.002403,0.071603,0.006008,0.015249,0.011590,0.110037,0.002061,0.003791,0.012754,0.040659,0.003032,0.039549,0.040175,0.021585,0.145229,0.035036,0.026613,0.426845,0.003671,0.087456,0.824842,0.542809,0.387288,0.292523,0.327694,0.237422,0.227169,0.196419,0.211121,0.212495,0.199185,0.182639,0.172927,0.004946,0.002682,0.052265,0.006684,0.013691,0.013612,0.075998,0.003354,0.005483,0.011964,0.025926,0.003328,0.019151,background
0.104697,0.021114,3.141415,0.193514,0.206272,0.894649,0.007872,0.163347,-25.285511,2.082952,-0.251737,0.205338,-0.098749,0.211367,0.020861,0.193419,-0.109043,0.003668,-0.049324,0.069237,0.175492,0.009469,0.004045,0.043888,0.021835,0.042261,0.009722,0.046807,0.001907,0.004854,0.017684,0.016329,0.006471,0.028592,0.043965,0.017621,0.152567,0.038445,0.023481,0.404436,0.004607,0.086931,2.214381,0.624256,0.562938,0.408686,0.403128,0.320675,0.328714,0.201142,0.232647,0.208451,0.196258,0.225994,0.250325,0.012674,0.006574,0.030840,0.023093,0.023944,0.009472,0.052771,0.003159,0.007702,0.013832,0.013232,0.010306,0.013937,background
0.149358,0.036932,3.020863,0.235758,0.211454,1.241710,0.011849,0.232338,-23.855148,1.261170,-0.613336,-0.150482,-0.460638,0.356910,0.115651,0.150598,-0.078485,0.038502,-0.007715,-0.000967,-0.025359,0.014916,0.009516,0.014511,0.011334,0.019571,0.013106,0.016843,0.008267,0.008015,0.011601,0.013003,0.009186,0.016157,0.067691,0.033928,0.330147,0.061675,0.029372,0.577952,0.006833,0.130965,1.858171,0.832735,0.787630,0.434501,0.499614,0.336118,0.352087,0.318346,0.357027,0.241479,0.227154,0.234200,0.253818,0.019081,0.011738,0.018965,0.012246,0.021927,0.014889,0.018892,0.015650,0.013984,0.014154,0.016740,0.010804,0.009766,background
0.199140,0.018269,2.919647,0.273816,0.211443,1.506303,0.010396,0.323047,-24.904926,1.016611,-0.608206,-0.081771,-0.298918,0.262551,0.064360,-0.132459,-0.031497,-0.060206,-0.110054,0.052953,-0.190335,0.014888,0.008792,0.016372,0.010522,0.016589,0.010619,0.013165,0.008718,0.007255,0.007881,0.014033,0.009687,0.014752,0.138869,0.018805,0.418433,0.130604,0.046298,0.674035,0.006643,0.249931,2.027702,0.963824,0.743748,0.438177,0.593584,0.387743,0.329824,0.334359,0.326610,0.283175,0.357907,0.287610,0.276157,0.016392,0.011846,0.018518,0.016539,0.025212,0.013220,0.014120,0.013530,0.009550,0.009139,0.017261,0.011778,0.009921,background
0.177069,0.017107,3.035520,0.272010,0.236796,1.357575,0.010633,0.297700,-25.695153,1.318591,-0.249851,-0.146615,-0.299630,0.248693,0.017928,0.136686,-0.004532,0.105828,-0.042316,-0.001959,-0.004380,0.012481,0.005912,0.033163,0.009336,0.017095,0.010442,0.028887,0.003892,0.008132,0.011459,0.016311,0.007821,0.019504,0.099437,0.020856,0.343147,0.090070,0.036046,0.679552,0.006431,0.197965,1.852522,0.895438,0.793710,0.406767,0.536754,0.372811,0.372105,0.289685,0.327933,0.318548,0.281903,0.289439,0.216091,0.017903,0.007274,0.033093,0.011556,0.018743,0.012454,0.034721,0.006162,0.012857,0.014360,0.020047,0.010798,0.011849,background
0.179571,0.020821,3.069803,0.264732,0.208272,1.430538,0.012423,0.297461,-24.770424,0.979903,-0.813689,-0.268173,-0.323906,0.285054,0.147824,-0.069755,-0.294751,-0.208186,-0.252567,0.060097,0.017810,0.009500,0.008623,0.016812,0.012021,0.025351,0.009459,0.010920,0.009159,0.005318,0.005288,0.016112,0.005812,0.017739,0.120548,0.017291,0.328215,0.109290,0.037066,0.637013,0.007103,0.213720,1.769054,0.904089,0.815956,0.518885,0.596265,0.396751,0.373333,0.414877,0.346692,0.357303,0.369468,0.393742,0.388795,0.017082,0.012056,0.024722,0.018670,0.033056,0.012637,0.014860,0.013139,0.006618,0.007261,0.027400,0.011017,0.012615,background
0.155658,0.023799,3.031379,0.252025,0.218701,1.298525,0.013075,0.255386,-25.289517,1.309650,-0.663309,-0.236203,-0.079482,0.103352,-0.037316,-0.063858,-0.160122,-0.069394,-0.115852,0.075385,0.021776,0.011233,0.005824,0.020348,0.011278,0.014680,0.016076,0.020531,0.006552,0.007954,0.012185,0.025863,0.010298,0.020563,0.081679,0.026620,0.362504,0.086797,0.043269,0.624917,0.010210,0.180789,2.150189,1.024084,0.756825,0.519728,0.560629,0.502166,0.330726,0.279950,0.399101,0.326487,0.300645,0.339226,0.323984,0.017497,0.007566,0.023543,0.015288,0.017259,0.026232,0.021440,0.010131,0.012043,0.019014,0.034010,0.020380,0.012902,background
0.172209,0.016496,3.133861,0.279154,0.248764,1.258624,0.005955,0.203775,-26.618928,1.317722,0.073868,0.222919,-0.007468,0.318615,0.165886,-0.111963,0.011197,0.101779,-0.183891,-0.094729,0.007020,0.007208,0.004457,0.037822,0.009943,0.020701,0.005635,0.016766,0.004982,0.005833,0.008973,0.063842,0.003594,0.026255,0.068946,0.011634,0.267715,0.060280,0.035999,0.443905,0.003615,0.119294,3.181517,0.748514,0.556076,0.341292,0.448802,0.246473,0.244902,0.252395,0.250618,0.274291,0.303542,0.236359,0.235375,0.009142,0.005852,0.037215,0.015589,0.021308,0.008660,0.013263,0.005786,0.008243,0.010097,0.042575,0.003364,0.012547,background
0.119084,0.042478,3.159684,0.293887,0.289506,0.870808,0.006337,0.201467,-23.528722,2.002752,0.880173,0.458418,0.254801,0.117936,0.270967,0.103092,0.014459,-0.006399,-0.065463,-0.012720,-0.139769,0.019720,0.002705,0.098521,0.016117,0.014933,0.002786,0.037035,0.001046,0.002109,0.014331,0.067384,0.002121,0.041570,0.046923,0.020238,0.098984,0.050944,0.016955,0.395463,0.004043,0.178316,0.879805,0.323423,0.334504,0.253828,0.258593,0.189572,0.185944,0.221042,0.211245,0.245276,0.207005,0.164706,0.199470,0.015753,0.002968,0.054238,0.022982,0.013274,0.003182,0.043297,0.001517,0.002482,0.013293,0.042877,0.002405,0.011594,background
0.101007,0.041402,3.163388,0.252976,0.271196,0.784457,0.007154,0.147282,-23.263964,2.108164,0.399215,0.568932,0.288183,0.156873,0.222463,0.068569,-0.032933,0.025925,-0.044670,-0.055966,-0.166680,0.026039,0.003029,0.083472,0.008854,0.015507,0.006358,0.066047,0.002723,0.003458,0.008968,0.053809,0.003227,0.039909,0.043365,0.018914,0.119768,0.055571,0.026969,0.365910,0.003872,0.131693,0.985936,0.352690,0.523037,0.265054,0.256355,0.249126,0.240778,0.220922,0.266193,0.187359,0.273530,0.243562,0.266006,0.029431,0.003246,0.058009,0.013030,0.013937,0.009143,0.056856,0.005184,0.006404,0.008720,0.039538,0.004773,0.012341,background
0.144591,0.034555,3.201584,0.268542,0.258110,1.211145,0.004390,0.285196,-23.345092,1.739895,0.474406,0.535872,0.171767,0.399672,0.116445,0.102984,0.189533,-0.044833,0.017572,0.091586,-0.061806,0.028750,0.005856,0.076984,0.004866,0.025063,0.004693,0.036206,0.003128,0.002024,0.010307,0.046755,0.002376,0.032091,0.058813,0.018373,0.090394,0.051140,0.023526,0.479221,0.002346,0.149308,0.711359,0.372336,0.469304,0.257762,0.277607,0.216593,0.194378,0.194846,0.196844,0.191377,0.191878,0.187846,0.181028,0.020911,0.008725,0.039391,0.005815,0.013473,0.004559,0.029400,0.004261,0.001301,0.006801,0.029323,0.002992,0.010173,background
0.152307,0.034785,3.240816,0.279856,0.253320,1.377858,0.004770,0.297591,-23.425109,1.488112,0.704144,0.565409,0.116138,0.321611,0.122978,-0.052871,0.163405,-0.001479,0.017432,0.206274,-0.006526,0.016463,0.002387,0.081045,0.005136,0.014388,0.003765,0.034046,0.002289,0.003463,0.006970,0.058118,0.004554,0.035237,0.053718,0.011821,0.051244,0.045608,0.019542,0.389657,0.002345,0.123587,0.674462,0.338870,0.371523,0.325730,0.342113,0.241956,0.232247,0.228049,0.217778,0.246276,0.287968,0.238698,0.258917,0.013868,0.003767,0.039064,0.004706,0.012451,0.003783,0.020314,0.003640,0.003320,0.005433,0.026064,0.007109,0.009073,background
0.149086,0.028758,3.217871,0.285115,0.263620,1.292881,0.004889,0.280566,-23.422968,1.457451,0.761270,0.461423,0.264056,0.343973,0.147004,0.134250,0.014408,-0.047760,0.000077,0.201379,0.090580,0.019917,0.002836,0.071622,0.006890,0.025034,0.006726,0.063692,0.002350,0.001979,0.009061,0.027965,0.002873,0.033033,0.049717,0.010762,0.066236,0.044881,0.025874,0.447082,0.002379,0.154644,0.676075,0.429093,0.443996,0.360363,0.259865,0.274064,0.300505,0.234745,0.278478,0.227126,0.251320,0.238153,0.229358,0.016835,0.002810,0.041391,0.008259,0.015805,0.007399,0.045885,0.003115,0.001523,0.007773,0.023040,0.002203,0.012045,background
0.149238,0.020052,3.159864,0.266404,0.250513,1.399208,0.005193,0.262609,-24.091452,1.352420,0.204210,0.632430,0.086259,0.203660,0.185867,0.075202,0.132905,0.027392,-0.073180,0.155966,0.000487,0.011406,0.003378,0.038700,0.005712,0.017879,0.004845,0.088386,0.002259,0.005746,0.010223,0.042325,0.003676,0.032036,0.060712,0.014506,0.156025,0.053785,0.023761,0.485156,0.002371,0.140562,1.407433,0.577849,0.429655,0.375994,0.323847,0.270299,0.239478,0.214571,0.175683,0.178658,0.211360,0.209751,0.194063,0.010194,0.003398,0.029783,0.004805,0.012741,0.005197,0.057691,0.002403,0.005780,0.008976,0.033441,0.003284,0.015982,background
0.143811,0.042596,3.130171,0.271033,0.244685,1.169867,0.011975,0.280496,-23.626196,1.374058,0.717309,0.231660,0.099808,0.027999,0.016060,0.189729,-0.067402,-0.001917,-0.001946,0.047745,-0.051740,0.014283,0.003186,0.093059,0.009680,0.019690,0.011084,0.061189,0.001478,0.004507,0.008329,0.036090,0.003935,0.040371,0.078558,0.029208,0.156561,0.073536,0.037093,0.631521,0.008117,0.195778,1.404380,0.603192,0.562147,0.568437,0.354762,0.320672,0.330991,0.304059,0.353127,0.350816,0.341240,0.287074,0.288560,0.020490,0.004248,0.092129,0.012263,0.025699,0.022041,0.076392,0.001936,0.006762,0.015156,0.042686,0.005363,0.024693,background
0.119947,0.027561,3.088499,0.248449,0.247948,1.054668,0.009465,0.206901,-24.037671,1.507151,0.455991,0.530490,0.106898,0.093763,0.150186,0.191353,0.003257,0.039780,0.126052,0.224851,0.074579,0.010082,0.003472,0.093629,0.005852,0.019162,0.009030,0.070734,0.001703,0.005477,0.007474,0.041974,0.004330,0.040250,0.063947,0.020059,0.158508,0.059646,0.030433,0.575599,0.005608,0.154268,1.602784,0.546192,0.544720,0.440398,0.270040,0.292017,0.283493,0.270407,0.318268,0.279415,0.276512,0.268922,0.254946,0.012338,0.006907,0.090925,0.007030,0.018785,0.014384,0.066849,0.002165,0.008136,0.007790,0.033333,0.007485,0.022837,background
